record_key	sources	pmid	doi	title	decision	primary_reason	full_text_or_code_assessed	freeze_date
pmid:39257048	Semantic_Scholar_top100	39257048	10.4132/jptm.2024.07.29	TERT mutations and aggressive histopathologic characteristics of radioiodine-refractory papillary thyroid cancer	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39259318	PubMed	39259318	10.1007/s00405-024-08965-7	Comparison of prognosis between oncocytic thyroid carcinoma and follicular thyroid carcinoma: a population-based propensity score matching analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39264582	PubMed	39264582	10.1097/js9.0000000000002071	Observational cohort study on safety and efficacy of robotic thyroidectomy with super-meticulous capsular dissection versus open surgery for thyroid cancer: postoperative dynamic risk assessment of radioactive iodine therapy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39294724	PubMed;Europe_PMC	39294724	10.1186/s12951-024-02792-y	A new strategy of using low-dose caffeic acid carbon nanodots for high resistance to poorly differentiated human papillary thyroid cancer.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:39307037	PubMed;Europe_PMC	39307037	10.1016/j.ejca.2024.114326	A novel computational pathology approach for identifying gene signatures prognostic of disease-free survival for papillary thyroid carcinomas.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39404355	PubMed	39404355	10.1530/erc-24-0207	Reappraisal of BRAFK601E-positive thyroid tumors in the NIFTP era.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39421700	PubMed	39421700	10.20945/2359-3997000000373	Safety and efficacy of sorafenib in patients with advanced thyroid carcinoma: a phase II study (NCT02084732).	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39422749	PubMed	39422749	10.1097/cco.0000000000001104	Reproductive life and differentiated thyroid carcinoma in women: reciprocal influences on their respective outcome.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39446365	PubMed	39446365	10.1001/jamaoncol.2024.4019	Dual Immune Checkpoint Inhibition in Patients With Aggressive Thyroid Carcinoma: A Phase 2 Nonrandomized Clinical Trial.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39490534	PubMed	39490534	10.1016/j.humpath.2024.105674	Clinically aggressive follicular cell-derived thyroid carcinoma: A comprehensive series with histomolecular characterization and discovery of novel gene fusions.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39505434	PubMed	39505434	10.1016/s0007-4551(24)00406-5	[Not Available].	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39541671	PubMed	39541671	10.1016/j.jss.2024.10.010	Adjuvant Radioactive Iodine Ablation in Tall Cell Subtype Papillary Thyroid Cancer: A Systematic Review and Meta-Analysis.	exclude	review_or_secondary_source	no	2026-07-12
pmid:39581298	PubMed;Europe_PMC	39581298	10.1016/j.fct.2024.115137	The toxicological role of Myricetin in the progression of human anaplastic thyroid cancer SW1736 cell line.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:39764798	PubMed	39764798	10.20452/pamw.16920	Comparison of models predicting efficacy of radioiodine therapy in patients with differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39810624	Semantic_Scholar_top100	39810624	10.1002/ctm2.70172	Single‐cell RNA‐sequencing and spatial transcriptomic analysis reveal a distinct population of APOE − cells yielding pathological lymph node metastasis in papillary thyroid cancer	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:39881758	PubMed	39881758	10.4103/ijem.ijem_235_23	Elucidating the Prognostic Role of BRAF V600E and the Activation Status of the Downstream MAPK Pathway in PTC: A Study from a Tertiary Centre in India.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39901765	PubMed	39901765	10.1111/cen.15214	Low-Dose Versus High-Dose Lenvatinib in Radioiodine Refractory Differentiated Thyroid Cancer-A Real-World Safety and Efficacy Analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:39949928	PubMed	39949928	10.62347/thjb4749	Effects of 131I and TSH suppression therapy on METTL3, METTL14 levels and recurrence in thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:39968056	PubMed;Europe_PMC	39968056	10.1530/eo-24-0072	Thyroid differentiation profile for differentiated thyroid cancer.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:39982585	PubMed;Europe_PMC;Semantic_Scholar_top100	39982585	10.1007/s12022-025-09849-0	Comprehensive Gene Expression Analysis in Papillary Thyroid Carcinoma Reveals a Transcriptional Profile Associated with Reduced Radioiodine Avidity.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:39996468	PubMed	39996468	10.1093/ejendo/lvaf003	A new broom sweeps clean: CLDN16 surpasses the BRAF-V600E mutation as an unrivaled biomarker in papillary thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40075589	PubMed;Europe_PMC	40075589	10.3390/cancers17050741	Clinical and Pathologic Characteristics of Cytologically Indeterminate Thyroid Nodules with Non-V600E BRAF Alterations.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40084144	PubMed;Europe_PMC	40084144	10.3389/fendo.2025.1534393	Fatty acid metabolism influences the immune microenvironment in papillary thyroid cancer and identifies SCD as a novel biomarker.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40104288	PubMed	40104288	10.55730/1300-0144.5944	Genetic mutations and prognostic indicators in differentiated thyroid cancer: a molecular perspective.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40134821	PubMed;Europe_PMC;Semantic_Scholar_top100	40134821	10.5339/qmj.2025.5	The effect of SLC5A5 gene expression in tumor tissues on refractoriness to radioactive iodine treatment of differentiated thyroid carcinomas.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:40165363	PubMed	40165363	10.1210/clinem/dgaf190	Prospective Validation of ATA Risk Score for Papillary Thyroid Microcarcinoma: An ITCO Real-World Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40182184	PubMed	40182184	10.1210/jendso/bvaf037	Nomogram Model for Prognosis of Distant Metastatic DTC Based on Inflammatory and Clinicopathological Factors.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40198664	PubMed	40198664	10.1530/etj-24-0386	Gender impact on safety and efficacy in lenvatinib treated patients with radioiodine-refractory differentiated thyroid cancer (GISEL study).	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40205358	Semantic_Scholar_top100	40205358	10.1186/s12876-025-03829-8	Single-cell transcriptomic analysis reveals prognosis-related stromal signatures that potentiate stratification of patients with extrahepatic cholangiocarcinoma	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:40208310	PubMed	40208310	10.1021/acs.analchem.5c00308	Stimulated Raman Scattering Microscopy Facilitates the Discovery of Diacylglycerol O-Acyltransferase 2 as a Target to Enhance Iodine Uptake in Papillary Thyroid Carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40216704	PubMed	40216704	10.1007/s12020-025-04228-5	Predictors of response to lenvatinib in advanced differentiated thyroid cancer: focus on the CONUT score.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40280721	PubMed;Europe_PMC;Semantic_Scholar_top100	40280721	10.21873/cgp.20512	MDM2 Knockdown Reduces the Oncogenic Activities and Enhances NIS Protein Abundance in Papillary Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40283881	PubMed	40283881	10.3390/ph18040443	Low-Dose Versus Standard-Dose Radioiodine Therapy in Differentiated Thyroid Cancer: Focus on Tolerability in a Retrospective Evaluation.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40357638	PubMed	40357638	10.1097/rlu.0000000000005940	Impact of Therapeutic Radioactive Iodine on the Recurrence of Papillary Thyroid Cancer With Extranodal Extension in Metastatic Lymph Nodes: A Propensity Score-matched Analysis.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40358852	PubMed;Europe_PMC;Semantic_Scholar_top100	40358852	10.1007/s40618-025-02598-1	Lomibuvir sensitizes radioiodine-resistant thyroid cancer cell lines to radioiodine treatment by targeting hTERT RNA-dependent polymerase activity.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40394424	PubMed	40394424	10.1007/s11307-025-02017-0	Visual and Quantitative 18F-FDG PET Tumor-liver Ratio in Radioiodine Refractory Differentiated Thyroid Cancer: Prognostic and Potential Predictive Value.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40414995	PubMed	40414995	10.1007/s00259-025-07339-3	Less is more: once vs. multiple radioactive iodine (RAI) therapy in patients with RAI-avid pulmonary micrometastatic differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40453916	Europe_PMC	40453916	10.18502/ajmb.v17i2.18561	Investigation of Anti-Cancerous Effects of &lt;i&gt;L. casei&lt;/i&gt; -ATCC-393 and &lt;i&gt;L. rhamnosus&lt;/i&gt;-GG on Apoptosis and Cell Cycle of B- CPAP Thyroid Cancer Cell line in Comparison to Fibroblast Cell Line.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:40482736	PubMed	40482736	10.1016/j.critrevonc.2025.104792	Exploring the role of TERT in thyroid Cancer: A systematic review.	exclude	review_or_secondary_source	no	2026-07-12
pmid:40487754	PubMed	40487754	10.3892/ol.2025.15114	Gut microbiome versus thyroid cancer: Association and clinical implications (Review).	exclude	review_or_secondary_source	no	2026-07-12
pmid:40527061	Semantic_Scholar_top100	40527061	10.1016/j.phymed.2025.156956	Multi-omics characterization of prognostic signature and novel molecular subtypes associated with anoikis and in vitro validation of CDKN2A in thyroid carcinoma.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:40532046	PubMed	40532046	10.1530/etj-25-0097	Predictive factors of radioiodine ablation success: results from a MEDIRAD prospective clinical study for thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40540622	PubMed	40540622	10.1530/etj-25-0024	Molecular predictive biomarker testing in advanced thyroid cancer - a European consensus.	exclude	review_or_secondary_source	no	2026-07-12
pmid:40546846	PubMed	40546846	10.21037/gs-2025-60	Evidence-based integration of clinicopathological factors with the risk of papillary thyroid carcinoma lateral cervical lymph node metastasis: systematic review and meta-analysis and subgroup study.	exclude	review_or_secondary_source	no	2026-07-12
pmid:40556750	PubMed	40556750	10.1530/eo-24-0062	Real-world lenvatinib use in metastatic thyroid cancer: early dose intensity and side effect profile in an Australian centre.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40560352	PubMed	40560352	10.1007/s42000-025-00692-w	Distinctive hobnail subtype of papillary thyroid carcinoma: a case series and short review of literature.	exclude	review_or_secondary_source	no	2026-07-12
pmid:40576429	PubMed	40576429	10.1097/js9.0000000000002838	Multicenter analysis of radioactive iodine therapy outcomes after total thyroidectomy for T1-T2 stage papillary thyroid carcinoma with cervical lymph node metastasis in China.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40583572	PubMed	40583572	10.1097/mnm.0000000000002006	Prednisone-aided gross thyroid remnant ablation using 5.55 GBq of radioiodine in patients with differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40585685	PubMed	40585685	10.7759/cureus.84998	Role of Metabolic Parameters of 18F-Fluorodeoxyglucose Positron Emission Tomography-Computed Tomography (18F-FDG PET-CT) Imaging in Predicting Progression-Free Survival of Radioiodine-Refractory Differentiated Thyroid Cancer: A Single-Center Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40590978	PubMed	40590978	10.1007/s00423-025-03788-4	Preoperative assessment of NIFTP clinicopathological characteristics and its impact on avoiding overtreatment.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40593063	PubMed;Semantic_Scholar_top100	40593063	10.1038/s41598-025-05605-w	Somatic mutations in the TG and RELA genes specific for radioiodine-refractory thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40611254	PubMed	40611254	10.1186/s12957-025-03912-0	Impact of extent thyroidectomy and radioactive iodine ablation for disease free survival in the intermediate-risk patients with lateral neck lymph node metastasis: a retrospective and tentative real-world approach.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40616765	PubMed	40616765	10.1007/s12020-025-04316-6	Prognostic impact and clinical staging adjustment of tumor deposits in postoperative radioiodine therapy for differentiated thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40638871	PubMed	40638871	10.1080/14796694.2025.2531575	Selpercatinib in the treatment of thyroid cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40645017	PubMed;Europe_PMC	40645017	10.1016/j.prp.2025.156112	Clinicopathological and molecular characteristics of papillary thyroid carcinoma with BRAF V600E and TERT promoter co-mutations.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40663411	PubMed;Europe_PMC	40663411	10.1021/acs.bioconjchem.5c00235	PET Imaging of Thyroid-Stimulating Hormone Receptor (TSHR) in Oncocytic Thyroid Carcinoma for Monitoring TSHR CAR T-Cell Therapy Response.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:40686827	PubMed	40686827	10.1007/s13139-025-00912-6	The Role of Serum Thyroglobulin Doubling Time in Predicting Recurrences/Metastasis on 18F-FDG PET/CT and Prognosis of Differentiated Thyroid Cancer Patients with High Thyroglobulin and Negative Whole-Body Radioactive Iodine Scintigraphy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40701069	PubMed	40701069	10.1016/j.oraloncology.2025.107513	Turning tumor microenvironmental foes to friends: A new opportunity for thyroid cancer therapy and redifferentiation.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40714960	PubMed	40714960	10.1002/wjs.12683	Tall Cell Variant Histology Predicts Poorer Disease-Free Survival in Papillary Thyroid Carcinoma: A Propensity-Matched Cohort Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40716896	Semantic_Scholar_top100	40716896	10.1016/j.ecl.2025.03.012	An Update on Redifferentiation Therapy for Radioiodine Refractory Thyroid Cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40722141	PubMed	40722141	10.1186/s12882-025-04348-0	Management of radioiodine ablation therapy in haemodialysis patients with thyroid cancer: a case series of two patients.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40723255	PubMed	40723255	10.3390/cancers17142372	Therapeutic Efficacy of a Very Low/Low Dose of Lenvatinib in Advanced Radioiodine-Refractory Thyroid Cancer: A Real-World Series from a Single Center.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40731885	PubMed	40731885	10.3390/medicina61071256	CD66b+ Tumor-Infiltrating Neutrophil-like Monocytes as Potential Biomarkers for Clinical Decision-Making in Thyroid Cancer.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40740058	PubMed;Europe_PMC	40740058	10.1177/15330338251361633	Prognostic Biomarkers for Papillary Thyroid Cancer: Reducing Overtreatment, Improving Clinical Efficiency, and Enhancing Patient Experience.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40746809	PubMed;Europe_PMC;Semantic_Scholar_top100	40746809	10.7759/cureus.87001	Gene Expression Analysis of Papillary Thyroid Carcinoma With Lymph Node Metastasis and Radioiodine Refractivity.	advance_to_full_text_or_code_audit	potentially_eligible	yes	2026-07-12
pmid:40753593	PubMed	40753593	10.1967/s002449912801	Salivary scintigraphy as a pre-treatment diagnostic tool to predict gland dysfunction following 131I therapy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:40771926	PubMed	40771926	10.3389/fphar.2025.1581820	Emerging trends and knowledge networks in pan-cancer sorafenib resistance: a 20-year bibliometric investigation.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40857765	PubMed	40857765	10.1016/j.talanta.2025.128721	Non-radiative quantitation of NIS-dependent iodine accumulation in cells using single-cell inductively coupled plasma mass spectrometry.	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:40870901	PubMed	40870901	10.3390/diagnostics15162049	"Multilayered Insights into Poorly Differentiated, BRAFV600E-Positive, Thyroid Carcinoma in a Rapidly Developing Goiter with Retrosternal Extension: From En ""Y"" Cervicotomy to SPECT/CT-Positive Lung Metastases."	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40880035	PubMed	40880035	10.1007/s40265-025-02233-6	Systemic Therapy for Advanced Thyroid Cancer-New Personalized Options.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40927522	PubMed	40927522	10.3389/fonc.2025.1644562	High risk factors, molecular features and clinical management for radioactive iodine-refractory differentiated thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40959084	PubMed;Semantic_Scholar_top100	40959084	10.3389/fimmu.2025.1651088	Personalised immunotherapy strategies informed by single cell profiling in thyroid cancer: a mini review.	exclude	review_or_secondary_source	no	2026-07-12
pmid:40963858	Semantic_Scholar_top100	40963858	10.3389/fonc.2025.1641195	Multi-disease transcriptomic analysis of sex hormone genes reveals a novel prognostic model for thyroid cancer with breast cancer correlations	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:40976118	PubMed	40976118	10.1016/j.prp.2025.156231	The role of WNT signaling in papillary thyroid cancer: Mechanisms, epigenetic regulation, therapeutic resistance, and emerging clinical strategies.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40976156	PubMed	40976156	10.1016/j.ctarc.2025.100991	Upregulation of FLT1 activates the TGF-β1/Smad3 pathway to promote iodide resistance in thyroid cancer.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:40985353	PubMed	40985353	10.1002/advs.202513243	TSH Ligand-Based CAR-T Cell Effectively Eradicates TSHR-Positive Thyroid Cancer with Favorable Safety Profile.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40988283	PubMed	40988283	10.1097/md.0000000000044540	Prognostic significance of BRAF V600E and TERT promoter mutations in radioiodine resistance and recurrence of differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:40993300	Semantic_Scholar_top100	40993300	10.1038/s41746-025-01927-1	Developing a thyroid cancer differentiation state classification system using deep residual networks and metabolic signature profiling	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:40999970	PubMed	40999970	10.3892/or.2025.8993	Relationship between amino acid transporter activity and radioactive iodine therapy efficacy in differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41021127	Europe_PMC	41021127	10.1007/s12672-025-02854-z	Multidimensional transcriptomic and immune profiling of papillary thyroid cancer: bridging molecular networks, disease stage, survival outcomes, and drug discovery.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41023438	PubMed	41023438	10.1007/s11307-025-02053-w	Peptide Receptor Radionuclide Therapy with Lu-177-DOTATATE and Monitoring with Somatostatin Receptor PET/CT in Patients with Advanced Differentiated Thyroid Carcinoma.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41030705	PubMed	41030705	10.7759/cureus.91281	Prognostic Value of Programmed Cell Death Ligand 1 (PD-L1) Expression in Patients With Papillary Thyroid Carcinoma: A Retrospective Biomarker Study.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41039489	PubMed	41039489	10.1186/s13044-025-00266-3	CD44v6 expression in non-anaplastic thyroid carcinoma: characterization of candidates for targeted therapy.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41058325	PubMed	41058325	10.1016/j.surg.2025.109698	Validation of molecular profiling to preoperatively predict aggressive pathologic features in differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41079885	PubMed;Semantic_Scholar_top100	41079885	10.1530/eo-25-0026	Macrophage abundance in oncocytic thyroid cancer is associated with PD-L1 expression.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41092562	PubMed	41092562	10.1016/j.clinsp.2025.100800	The divergent roles of tgf-β isoforms in thyroid cancer and goiter: from mechanistic insights to clinical biomarker potential in thyroidology.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41097727	PubMed	41097727	10.3390/cancers17193201	Gadd45B Deficiency Drives Radio-Resistance in BRAFV600E-Mutated Differentiated Thyroid Cancer by Disrupting Iodine Metabolic Genes.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41109953	Semantic_Scholar_top100	41109953	10.1016/j.ymthe.2025.10.033	TGF-β1-based restoration of sodium iodide symporter expression in radioiodine-refractory differentiated thyroid cancer via engineered MSCs	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:41147659	Semantic_Scholar_top100	41147659	10.1002/1873-3468.70207	Targeting EZH2 reverses thyroid cell dedifferentiation and enhances iodide uptake in anaplastic thyroid cancer	exclude	non_human_or_preclinical_only	no	2026-07-12
pmid:41215686	PubMed	41215686	10.1080/20565623.2025.2580889	Mechanisms and pathways of ROS and autophagy in thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41234719	PubMed	41234719	10.3389/fonc.2025.1570684	Progress of long-chain noncoding small nucleolar RNA host genes in thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41254058	PubMed	41254058	10.1038/s41598-025-24397-7	Gut microbiota and metabolite profiles in thyroid cancer lymph node metastasis: a multi-omics analysis.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41257455	PubMed	41257455	10.1530/erc-25-0167	Clinical relevance of the thyroid differentiation score (TDS) in benign and malignant thyroid tumors.	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41283251	PubMed	41283251	10.3390/medsci13040250	Elevated NIS Expression Correlates with Chemoresistance in Triple-Negative Breast Cancer: Potential Link to FOXA1 Activity.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41296188	PubMed	41296188	10.1007/s11154-025-10008-3	Retroelements in thyroid cancer: epigenetic plasticity, dedifferentiation, and therapeutic opportunities.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41312853	PubMed	41312853	10.20945/2359-4292-2025-0129	The clinical utility of thermal ablation procedures in thyroid nodules: Latin American Thyroid Society (LATS) surgical affairs committee expert opinion. Part 2.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41353405	PubMed	41353405	10.1038/s41598-025-31110-1	Comparative survival outcomes of lobectomy versus total thyroidectomy in T1 and T2 papillary thyroid cancer with more than five positive lymph nodes.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41368991	PubMed;Europe_PMC;Semantic_Scholar_top100	41368991	10.1530/etj-25-0225	BRAF V600E in thyroid cancer: navigating prognostic uncertainty and therapeutic opportunity.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41375055	Semantic_Scholar_top100	41375055	10.3390/cancers17233852	Long Non-Coding RNA DUXAP10 Promotes Tumorigenesis and Metastasis in Anaplastic Thyroid Cancer	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41377444	Semantic_Scholar_top100	41377444	10.1097/ms9.0000000000004019	Identification of potential molecular targets for thyroid cancer using multiple-omics analysis and machine learning	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41391992	PubMed	41391992	10.1053/j.semnuclmed.2025.11.014	Response assessment in advanced differentiated thyroid cancer.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41398964	Semantic_Scholar_top100	41398964	10.1186/s12967-025-07566-0	Integrated spatial metabolomics and transcriptomics reveal the molecular landscape of papillary thyroid cancer and its lymph node metastasis	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41417201	PubMed	41417201	10.1007/s12149-025-02137-1	Clinical value of clinicopathological, ultrasonographic features and fibroblast activation protein in evaluating the radioiodine treatment efficacy in papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41462994	PubMed	41462994	10.3390/biomedicines13122982	Dedifferentiation and Redifferentiation of Follicular-Cell-Derived Thyroid Carcinoma: Mechanisms and Therapeutic Implications.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41467912	PubMed	41467912	10.1177/10507256251409134	Thyroglobulin Cutoffs after Total Thyroidectomy Without Radioiodine in Low- to Intermediate-Risk Thyroid Cancer: A Multicenter Cohort Study.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41483448	PubMed;Europe_PMC	41483448	10.1007/s12672-025-04317-x	Exploring molecular mechanisms of radioactive iodine therapy in thyroid cancer using single-cell RNA sequencing data.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41532572	PubMed	41532572	10.1530/jme-25-0135	Linoleic acid reduces sodium-iodide symporter by inhibiting endoplasmic reticulum stress in papillary thyroid carcinoma.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41539228	PubMed	41539228	10.1016/j.cancergen.2026.01.005	M6A methylation in thyroid cancer: Functions, mechanisms, and clinical significance.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41548166	Semantic_Scholar_top100	41548166	10.1007/s10067-025-07920-z	Deciphering the molecular landscape of Sjögren’s disease, mucosa-associated lymphoid tissue lymphoma, and thyroid cancer: unraveling the complexities of disease mechanisms and diagnostic biomarkers	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41549160	Semantic_Scholar_top100	41549160	10.1007/s10067-026-07937-y	Unraveling the connection and pathogenesis of systemic lupus erythematosus and thyroid cancer: integrative meta-analysis, Mendelian randomization, and transcriptomic insights	exclude	review_or_secondary_source	no	2026-07-12
pmid:41595456	PubMed;Europe_PMC	41595456	10.3390/genes17010036	Review of Genomic Drivers of Thyroid Cancer and Their Clinical Implications.	exclude	review_or_secondary_source	no	2026-07-12
pmid:41601694	Semantic_Scholar_top100	41601694	10.3389/fimmu.2025.1710915	Integrated single-cell and bulk transcriptomic analysis reveals shared pathogenesis and prognostic biomarkers in breast and thyroid cancers	exclude	no_relevant_radioiodine_construct	no	2026-07-12
pmid:41627546	PubMed	41627546	10.1007/s12020-025-04520-4	The peripheral blood lymphocyte signatures forecast therapeutic efficacy in papillary thyroid cancer patients undergoing radioactive iodine therapy.	exclude	no_transcriptomic_or_expression_measurement	no	2026-07-12
pmid:41649339	PubMed	41649339	10.20945/2359-4292-2026-0008	Immunotherapy response in microsatellite-stable poorly differentiated thyroid carcinoma with mismatch repair deficiency and high tumor mutational burden.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
pmid:41660935	PubMed	41660935	10.31557/apjcp.2026.27.2.757	Prognostic Stratification of Highly Differentiated Thyroid Cancer Based on Molecular Genetic Studies.	exclude	no_eligible_human_endpoint_linked_program_or_marker	no	2026-07-12
